#Año,Servicio,Programa,Concepto,Descripción,Importe
2014,06,912A,10001,Otras remuneraciones,59215
2014,06,912A,10005,Trienios/Antigüedad,5616
2014,06,142A,17003,Previsión ejecución sentencias,8810
2014,06,143A,17003,Previsión ejecución sentencias,6259
2014,06,432A,12000,Sueldo,82066
2014,06,432A,12005,Trienios,22840
2014,06,432A,12101,Complementos al puesto de trabajo,59800
2014,06,432A,12102,Indemnizaciones por residencia,10005
2014,06,432A,12103,Complementos específico,89392
2014,06,432A,12109,Otros complementos,873
2014,06,432A,13000,Salario Base,191249
2014,06,432A,13001,Otras remuneraciones,131384
2014,06,432A,13005,Antiguedad,35632
2014,06,432A,13006,Horas extras,7652
2014,06,432A,13106,Horas extras,1041
2014,06,432A,13200,Resolución Judicial Firme,1
2014,06,432A,15100,Gratificaciones,21454
2014,06,432A,16012,Cuotas sociales funcionarios y pers. estatutario,58186
2014,06,432A,16013,Cuotas sociales laborales,110387
2014,06,432A,17003,Previsión ejecución sentencias,25672
2014,06,432B,17003,Previsión ejecución sentencias,12025
2014,06,432F,17003,Previsión ejecución sentencias,36917
2014,06,432G,17003,Previsión ejecución sentencias,4894
2014,06,432H,17003,Previsión ejecución sentencias,7708
2014,06,461A,17003,Previsión ejecución sentencias,38887
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,10005,Trienios/Antigüedad,5320
2014,06,912A,16010,Cuotas sociales altos cargos,10360
2014,06,912A,17003,Previsión ejecución sentencias,11806
2014,06,912B,12000,Sueldo,593799
2014,06,912B,12005,Trienios,158440
2014,06,912B,12101,Complementos al puesto de trabajo,401276
2014,06,912B,12102,Indemnizaciones por residencia,62903
2014,06,912B,12103,Complementos específico,589632
2014,06,912B,12109,Otros complementos,11209
2014,06,912B,13000,Salario Base,377047
2014,06,912B,13001,Otras remuneraciones,195859
2014,06,912B,13005,Antiguedad,77872
2014,06,912B,13006,Horas extras,3371
2014,06,912B,13100,Salario base,60795
2014,06,912B,13101,Otras remuneraciones,33987
2014,06,912B,13102,Sustituciones Personal Laboral,39857
2014,06,912B,13105,Antiguedad,5833
2014,06,912B,13106,Horas extras,4330
2014,06,912B,15100,Gratificaciones,28792
2014,06,912B,16012,Cuotas sociales funcionarios y pers. estatutario,442312
2014,06,912B,16013,Cuotas sociales laborales,253647
2014,06,912B,17003,Previsión ejecución sentencias,35570
2014,06,912B,20303,Utillaje,286
2014,06,912B,20500,Mobiliario y enseres,1000
2014,06,912B,21200,Edificios y otras construcciones,49000
2014,06,912B,21301,Instalaciones técnicas,12840
2014,06,912B,21302,Maquinaria,500
2014,06,912B,21400,Elementos de transportes,15700
2014,06,912B,21500,Mobiliario y enseres,30500
2014,06,912B,21600,Equipamiento para proceso de la información,6258
2014,06,912B,22000,Material de oficina ordinario no inventariable,41000
2014,06,912B,22001,"Prensa, revistas, libros y otras publicaciones",14829
2014,06,912B,22002,Material informático no inventariable,8900
2014,06,912B,22003,Vestuario y lencería,21367
2014,06,912B,22005,Productos farmacéuticos,150
2014,06,912B,22009,Otros suministros no tarifados,21500
2014,06,912B,22100,Energía eléctrica,178970
2014,06,912B,22101,Agua,7000
2014,06,912B,22102,Gas,150
2014,06,912B,22103,Combustible,26000
2014,06,912B,22200,Telefónicas,196825
2014,06,912B,22201,Postales,27684
2014,06,912B,22202,Telegráficas,1000
2014,06,912B,22203,Telex y telefax,250
2014,06,912B,22204,Informáticas,150
2014,06,912B,22301,Otros transportes,2055
2014,06,912B,22500,Tributos locales,10661
2014,06,912B,22501,Tributos autonómicos,150
2014,06,912B,22509,Otros,104
2014,06,912B,22606,"Reuniones, cursos y conferencias",2500
2014,06,912B,22700,Limpieza y aseo,325300
2014,06,912B,22701,Seguridad,293500
2014,06,912B,22703,Servicios postales y de mensajería,3330
2014,06,912B,22711,Actividades preventivas de riesgos laborales,17156
2014,06,912B,22712,Gastos centralizados comunicaciones e informática,252818
2014,06,912B,23000,Indemnizaciones por razón del servicio,57000
2014,06,912B,62500,Mobiliarios y enseres,15500
2014,06,912B,62600,Equipamiento para proceso de la información,15500
2014,06,912D,17003,Previsión ejecución sentencias,13988
2014,06,912E,17003,Previsión ejecución sentencias,3052
2014,06,921B,17003,Previsión ejecución sentencias,25253
2014,06,921D,17003,Previsión ejecución sentencias,8423
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,46682
2014,06,912A,10005,Trienios/Antigüedad,4516
2014,06,912D,11000,Retrib. básicas y otras remuner. Pers. Eventual,71548
2014,06,912D,11005,Trienios/Antigüedad,6209
2014,06,912D,12000,Sueldo,16758
2014,06,912D,12005,Trienios,4240
2014,06,912D,12101,Complementos al puesto de trabajo,11207
2014,06,912D,12102,Indemnizaciones por residencia,743
2014,06,912D,12103,Complementos específico,14762
2014,06,912D,12109,Otros complementos,481
2014,06,912D,12300,Asignación por destino fuera de la C.A.C.,21091
2014,06,912D,13000,Salario Base,22316
2014,06,912D,13001,Otras remuneraciones,17542
2014,06,912D,13005,Antiguedad,2002
2014,06,912D,13300,Asign. por destino fuera de CAC para pers. laboral,11958
2014,06,912D,16011,Cuotas sociales personal eventual,17457
2014,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,13861
2014,06,912D,16013,Cuotas sociales laborales,12703
2014,06,912D,20400,Elementos de transporte,1000
2014,06,912D,20500,Mobiliario y enseres,750
2014,06,912D,20600,Equipamiento para proceso de la información,150
2014,06,912D,21500,Mobiliario y enseres,200
2014,06,912D,21600,Equipamiento para proceso de la información,150
2014,06,912D,22000,Material de oficina ordinario no inventariable,2500
2014,06,912D,22001,"Prensa, revistas, libros y otras publicaciones",1500
2014,06,912D,22002,Material informático no inventariable,3500
2014,06,912D,22009,Otros suministros no tarifados,1950
2014,06,912D,22201,Postales,900
2014,06,912D,22203,Telex y telefax,450
2014,06,912D,22301,Otros transportes,300
2014,06,912D,22606,"Reuniones, cursos y conferencias",27000
2014,06,912D,22609,Otros,20000
2014,06,912D,22703,Servicios postales y de mensajería,900
2014,06,912D,22706,"Estudios, trabajos técnicos y honor. profesionales",87000
2014,06,912D,22917,Día de Canarias,261000
2014,06,912D,23000,Indemnizaciones por razón del servicio,46000
2014,06,912D,44300,A Sociedades mercantiles públicas de la C.A.C.,1160000
2014,06,912D,48000,A familias e instituciones sin fines de lucro,22388
2014,06,912D,48200,A fundaciones,200000
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,16010,Cuotas sociales altos cargos,13114
2014,06,921D,12000,Sueldo,91695
2014,06,921D,12005,Trienios,24474
2014,06,921D,12101,Complementos al puesto de trabajo,66496
2014,06,921D,12102,Indemnizaciones por residencia,10475
2014,06,921D,12103,Complementos específico,107161
2014,06,921D,12109,Otros complementos,957
2014,06,921D,13000,Salario Base,89263
2014,06,921D,13001,Otras remuneraciones,70165
2014,06,921D,13005,Antiguedad,12979
2014,06,921D,13006,Horas extras,1595
2014,06,921D,16012,Cuotas sociales funcionarios y pers. estatutario,71897
2014,06,921D,16013,Cuotas sociales laborales,50810
2014,06,921D,21301,Instalaciones técnicas,7500
2014,06,921D,21500,Mobiliario y enseres,500
2014,06,921D,21600,Equipamiento para proceso de la información,1700
2014,06,921D,22000,Material de oficina ordinario no inventariable,3500
2014,06,921D,22001,"Prensa, revistas, libros y otras publicaciones",9000
2014,06,921D,22002,Material informático no inventariable,2500
2014,06,921D,22202,Telegráficas,150
2014,06,921D,22203,Telex y telefax,750
2014,06,921D,22602,Publicidad y propaganda,159000
2014,06,921D,22606,"Reuniones, cursos y conferencias",3420
2014,06,921D,22703,Servicios postales y de mensajería,750
2014,06,921D,22706,"Estudios, trabajos técnicos y honor. profesionales",88400
2014,06,921D,23000,Indemnizaciones por razón del servicio,24000
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,11987
2014,06,912A,10001,Otras remuneraciones,55620
2014,06,912A,10005,Trienios/Antigüedad,4516
2014,06,912C,21301,Instalaciones técnicas,150
2014,06,912C,21500,Mobiliario y enseres,600
2014,06,912C,21600,Equipamiento para proceso de la información,900
2014,06,912C,22000,Material de oficina ordinario no inventariable,5000
2014,06,912C,22001,"Prensa, revistas, libros y otras publicaciones",10000
2014,06,912C,22002,Material informático no inventariable,1500
2014,06,912C,22004,Productos alimenticios,1000
2014,06,912C,22009,Otros suministros no tarifados,1350
2014,06,912C,22201,Postales,1500
2014,06,912C,22202,Telegráficas,750
2014,06,912C,22301,Otros transportes,1507
2014,06,912C,22601,Atenciones protocolarias y representativas,2000
2014,06,912C,22606,"Reuniones, cursos y conferencias",22294
2014,06,912C,22703,Servicios postales y de mensajería,3500
2014,06,912C,23000,Indemnizaciones por razón del servicio,50000
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,46682
2014,06,912A,16010,Cuotas sociales altos cargos,13114
2014,06,921D,11000,Retrib. básicas y otras remuner. Pers. Eventual,22618
2014,06,921D,11005,Trienios/Antigüedad,401
2014,06,921D,12000,Sueldo,18264
2014,06,921D,12005,Trienios,4892
2014,06,921D,12101,Complementos al puesto de trabajo,12840
2014,06,921D,12102,Indemnizaciones por residencia,1877
2014,06,921D,12103,Complementos específico,18590
2014,06,921D,12109,Otros complementos,403
2014,06,921D,16011,Cuotas sociales personal eventual,7098
2014,06,921D,16012,Cuotas sociales funcionarios y pers. estatutario,14433
2014,06,921D,22000,Material de oficina ordinario no inventariable,150
2014,06,921D,22001,"Prensa, revistas, libros y otras publicaciones",3500
2014,06,921D,22002,Material informático no inventariable,2462
2014,06,921D,22009,Otros suministros no tarifados,827
2014,06,921D,22602,Publicidad y propaganda,276000
2014,06,921D,22603,Jurídicos y contenciosos,30000
2014,06,921D,22606,"Reuniones, cursos y conferencias",4245
2014,06,921D,22706,"Estudios, trabajos técnicos y honor. profesionales",132600
2014,06,921D,22982,Campaña institucional de Navidad,118580
2014,06,921D,22983,Contratación de Servicios de Noticias,425000
2014,06,921D,23000,Indemnizaciones por razón del servicio,24000
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,10005,Trienios/Antigüedad,3951
2014,06,912D,11000,Retrib. básicas y otras remuner. Pers. Eventual,707326
2014,06,912D,11005,Trienios/Antigüedad,3508
2014,06,912D,12000,Sueldo,43400
2014,06,912D,12005,Trienios,11616
2014,06,912D,12101,Complementos al puesto de trabajo,29650
2014,06,912D,12102,Indemnizaciones por residencia,4106
2014,06,912D,12103,Complementos específico,42646
2014,06,912D,12109,Otros complementos,1104
2014,06,912D,16011,Cuotas sociales personal eventual,206483
2014,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,35615
2014,06,912D,20400,Elementos de transporte,2500
2014,06,912D,20500,Mobiliario y enseres,750
2014,06,912D,20600,Equipamiento para proceso de la información,150
2014,06,912D,21500,Mobiliario y enseres,150
2014,06,912D,22000,Material de oficina ordinario no inventariable,7000
2014,06,912D,22001,"Prensa, revistas, libros y otras publicaciones",6500
2014,06,912D,22002,Material informático no inventariable,2000
2014,06,912D,22009,Otros suministros no tarifados,1000
2014,06,912D,22201,Postales,900
2014,06,912D,22203,Telex y telefax,450
2014,06,912D,22301,Otros transportes,300
2014,06,912D,22601,Atenciones protocolarias y representativas,15000
2014,06,912D,22606,"Reuniones, cursos y conferencias",40500
2014,06,912D,22609,Otros,35000
2014,06,912D,22703,Servicios postales y de mensajería,900
2014,06,912D,22706,"Estudios, trabajos técnicos y honor. profesionales",5000
2014,06,912D,23000,Indemnizaciones por razón del servicio,80000
2014,06,912D,48000,A familias e instituciones sin fines de lucro,134000
2014,06,912H,22948,Gtos mantenim. Oficina del Gobierno en Madrid,231782
2014,06,912H,44800,A Fundaciones Públicas de la C.A.C.,77676
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,10005,Trienios/Antigüedad,5080
2014,06,912A,16010,Cuotas sociales altos cargos,10360
2014,06,912E,11000,Retrib. básicas y otras remuner. Pers. Eventual,302584
2014,06,912E,16011,Cuotas sociales personal eventual,85347
2014,06,912E,22000,Material de oficina ordinario no inventariable,2500
2014,06,912E,22001,"Prensa, revistas, libros y otras publicaciones",5510
2014,06,912E,22002,Material informático no inventariable,3500
2014,06,912E,22009,Otros suministros no tarifados,2000
2014,06,912E,22201,Postales,451
2014,06,912E,22202,Telegráficas,150
2014,06,912E,22203,Telex y telefax,30
2014,06,912E,22301,Otros transportes,301
2014,06,912E,22606,"Reuniones, cursos y conferencias",5000
2014,06,912E,22613,Gastos de edición y distribución de publicaciones,2518
2014,06,912E,22703,Servicios postales y de mensajería,902
2014,06,912E,23000,Indemnizaciones por razón del servicio,55000
2014,06,912E,48000,A familias e instituciones sin fines de lucro,6500
2014,06,912E,78000,A Familias e Instituciones sin fines de lucro,6500
2014,06,142A,11000,Retrib. básicas y otras remuner. Pers. Eventual,93029
2014,06,142A,16011,Cuotas sociales personal eventual,26673
2014,06,142A,21500,Mobiliario y enseres,637
2014,06,142A,21600,Equipamiento para proceso de la información,549
2014,06,142A,22000,Material de oficina ordinario no inventariable,7876
2014,06,142A,22001,"Prensa, revistas, libros y otras publicaciones",2000
2014,06,142A,22002,Material informático no inventariable,2231
2014,06,142A,22003,Vestuario y lencería,614
2014,06,142A,22009,Otros suministros no tarifados,3262
2014,06,142A,22109,Otros suministros,100
2014,06,142A,22201,Postales,12867
2014,06,142A,22202,Telegráficas,100
2014,06,142A,22301,Otros transportes,5607
2014,06,142A,22601,Atenciones protocolarias y representativas,1800
2014,06,142A,22606,"Reuniones, cursos y conferencias",13000
2014,06,142A,22609,Otros,33500
2014,06,142A,22703,Servicios postales y de mensajería,15367
2014,06,142A,22706,"Estudios, trabajos técnicos y honor. profesionales",20000
2014,06,142A,22950,Oficinas de representación del Gobierno,13500
2014,06,142A,23000,Indemnizaciones por razón del servicio,60000
2014,06,142A,44800,A Fundaciones Públicas de la C.A.C.,456854
2014,06,142A,74800,A Fundaciones Públicas de la C.A.C.,21400
2014,06,143A,49000,Al exterior,350000
2014,06,143A,79000,Al Exterior,96000
2014,06,231P,22997,Entidades Canarias en el Exterior,10000
2014,06,231P,48000,A familias e instituciones sin fines de lucro,50000
2014,06,231P,49000,Al exterior,1286000
2014,06,231P,79000,Al Exterior,15000
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,46682
2014,06,912A,10005,Trienios/Antigüedad,4230
2014,06,461A,12000,Sueldo,447238
2014,06,461A,12005,Trienios,138928
2014,06,461A,12101,Complementos al puesto de trabajo,289226
2014,06,461A,12102,Indemnizaciones por residencia,52405
2014,06,461A,12103,Complementos específico,470196
2014,06,461A,12109,Otros complementos,4814
2014,06,461A,13000,Salario Base,110536
2014,06,461A,13001,Otras remuneraciones,51056
2014,06,461A,13005,Antiguedad,21929
2014,06,461A,13100,Salario base,324727
2014,06,461A,13101,Otras remuneraciones,251936
2014,06,461A,13105,Antiguedad,14658
2014,06,461A,16012,Cuotas sociales funcionarios y pers. estatutario,329446
2014,06,461A,16013,Cuotas sociales laborales,238804
2014,06,461A,17002,Insuficiencias y Otras Contingencias,199283
2014,06,461A,20200,Edificios y otras construcciones,110000
2014,06,461A,20500,Mobiliario y enseres,3000
2014,06,461A,21302,Maquinaria,2000
2014,06,461A,21400,Elementos de transportes,2000
2014,06,461A,21500,Mobiliario y enseres,1000
2014,06,461A,22000,Material de oficina ordinario no inventariable,8000
2014,06,461A,22001,"Prensa, revistas, libros y otras publicaciones",600
2014,06,461A,22002,Material informático no inventariable,4000
2014,06,461A,22009,Otros suministros no tarifados,10000
2014,06,461A,22201,Postales,4000
2014,06,461A,22209,Otros,3637453
2014,06,461A,22301,Otros transportes,2500
2014,06,461A,22602,Publicidad y propaganda,5000
2014,06,461A,22606,"Reuniones, cursos y conferencias",96300
2014,06,461A,22609,Otros,18100
2014,06,461A,22703,Servicios postales y de mensajería,3500
2014,06,461A,22709,Otros trabajos realizados por empresas o I.S.F.L.,1522247
2014,06,461A,23000,Indemnizaciones por razón del servicio,59650
2014,06,461A,23900,Otras indemnizaciones,1000
2014,06,461A,62500,Mobiliarios y enseres,500
2014,06,461A,62600,Equipamiento para proceso de la información,2500
2014,06,461A,64020,Gastos de personal por proyectos de inversión,68644
2014,06,463B,40002,A Entid. Empresariales y organ. públic. del Estado,1552820
2014,06,463B,44600,A Universidades,150709
2014,06,463B,48000,A familias e instituciones sin fines de lucro,244276
2014,06,463B,64022,Estudios y trabajos técnicos,125000
2014,06,463B,78000,A Familias e Instituciones sin fines de lucro,1492751
2014,06,463C,40002,A Entid. Empresariales y organ. públic. del Estado,2620680
2014,06,463C,44300,A Sociedades mercantiles públicas de la C.A.C.,1600000
2014,06,463C,64001,Gastos de investigación y desarrollo,82354
2014,06,463C,64022,Estudios y trabajos técnicos,103950
2014,06,463C,70002,A Entidad. Empresariales y otros organismos públ.,292000
2014,06,463C,83117,A empresas privadas,3116000
2014,06,467B,44300,A Sociedades mercantiles públicas de la C.A.C.,162840
2014,06,467B,47000,A Empresas Privadas,610000
2014,06,467B,74300,A Sociedades mercantiles públicas de la C.A.C.,318750
2014,06,467B,83117,A empresas privadas,57221550
2014,06,467B,91141,Préstamos a largo plazo,1150000
2014,06,467C,64022,Estudios y trabajos técnicos,205575
2014,06,467C,91141,Préstamos a largo plazo,3083333
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,10005,Trienios/Antigüedad,3951
2014,06,432H,11000,Retrib. básicas y otras remuner. Pers. Eventual,39984
2014,06,432H,12000,Sueldo,65318
2014,06,432H,12005,Trienios,18619
2014,06,432H,12101,Complementos al puesto de trabajo,47416
2014,06,432H,12102,Indemnizaciones por residencia,8010
2014,06,432H,12103,Complementos específico,82831
2014,06,432H,12109,Otros complementos,302
2014,06,432H,13000,Salario Base,22316
2014,06,432H,13001,Otras remuneraciones,17542
2014,06,432H,13005,Antiguedad,4896
2014,06,432H,13100,Salario base,13139
2014,06,432H,13101,Otras remuneraciones,5108
2014,06,432H,13105,Antiguedad,2002
2014,06,432H,13106,Horas extras,1
2014,06,432H,16011,Cuotas sociales personal eventual,12275
2014,06,432H,16012,Cuotas sociales funcionarios y pers. estatutario,47692
2014,06,432H,16013,Cuotas sociales laborales,18960
2014,06,432H,21500,Mobiliario y enseres,1674
2014,06,432H,21600,Equipamiento para proceso de la información,110000
2014,06,432H,22000,Material de oficina ordinario no inventariable,4185
2014,06,432H,22001,"Prensa, revistas, libros y otras publicaciones",3710
2014,06,432H,22109,Otros suministros,837
2014,06,432H,22201,Postales,1395
2014,06,432H,22202,Telegráficas,1255
2014,06,432H,22203,Telex y telefax,837
2014,06,432H,22301,Otros transportes,837
2014,06,432H,22601,Atenciones protocolarias y representativas,1800
2014,06,432H,22606,"Reuniones, cursos y conferencias",400
2014,06,432H,22613,Gastos de edición y distribución de publicaciones,1674
2014,06,432H,22703,Servicios postales y de mensajería,837
2014,06,432H,22706,"Estudios, trabajos técnicos y honor. profesionales",9000
2014,06,432H,23000,Indemnizaciones por razón del servicio,20874
2014,06,432H,44300,A Sociedades mercantiles públicas de la C.A.C.,2991895
2014,06,432H,64099,Otros,280658
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,46682
2014,06,912A,16010,Cuotas sociales altos cargos,10360
2014,06,912D,12000,Sueldo,18264
2014,06,912D,12005,Trienios,5066
2014,06,912D,12101,Complementos al puesto de trabajo,11844
2014,06,912D,12102,Indemnizaciones por residencia,1877
2014,06,912D,12103,Complementos específico,17223
2014,06,912D,12109,Otros complementos,428
2014,06,912D,13000,Salario Base,22316
2014,06,912D,13001,Otras remuneraciones,17542
2014,06,912D,13005,Antiguedad,2002
2014,06,912D,13100,Salario base,22316
2014,06,912D,13101,Otras remuneraciones,17542
2014,06,912D,13105,Antiguedad,2002
2014,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,13968
2014,06,912D,16013,Cuotas sociales laborales,25405
2014,06,432B,12000,Sueldo,82639
2014,06,432B,12005,Trienios,19933
2014,06,432B,12101,Complementos al puesto de trabajo,57568
2014,06,432B,12102,Indemnizaciones por residencia,9146
2014,06,432B,12103,Complementos específico,82831
2014,06,432B,12109,Otros complementos,1421
2014,06,432B,13000,Salario Base,79356
2014,06,432B,13001,Otras remuneraciones,46529
2014,06,432B,13005,Antiguedad,14896
2014,06,432B,13006,Horas extras,386
2014,06,432B,13100,Salario base,81652
2014,06,432B,13101,Otras remuneraciones,56985
2014,06,432B,13105,Antiguedad,9921
2014,06,432B,13106,Horas extras,134
2014,06,432B,16012,Cuotas sociales funcionarios y pers. estatutario,44466
2014,06,432B,16013,Cuotas sociales laborales,91073
2014,06,432B,21209,Otros,1674
2014,06,432B,21500,Mobiliario y enseres,2638
2014,06,432B,22000,Material de oficina ordinario no inventariable,3348
2014,06,432B,22001,"Prensa, revistas, libros y otras publicaciones",1033
2014,06,432B,22002,Material informático no inventariable,2511
2014,06,432B,22009,Otros suministros no tarifados,1674
2014,06,432B,22201,Postales,3432
2014,06,432B,22603,Jurídicos y contenciosos,2511
2014,06,432B,22703,Servicios postales y de mensajería,2930
2014,06,432B,22706,"Estudios, trabajos técnicos y honor. profesionales",24217
2014,06,432B,23000,Indemnizaciones por razón del servicio,19092
2014,06,432B,44300,A Sociedades mercantiles públicas de la C.A.C.,1190010
2014,06,432B,44800,A Fundaciones Públicas de la C.A.C.,900000
2014,06,432B,65000,Inversiones gestionadas para otros entes públicos,17376549
2014,06,432B,74300,A Sociedades mercantiles públicas de la C.A.C.,2930560
2014,06,432B,74800,A Fundaciones Públicas de la C.A.C.,100000
2014,06,432B,75002,A otros entes públicos de Ayuntamientos,1000000
2014,06,432B,76000,A Cabildos Insulares y sus OO. AA.,500000
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,16010,Cuotas sociales altos cargos,10360
2014,06,322A,23000,Indemnizaciones por razón del servicio,9300
2014,06,322A,44300,A Sociedades mercantiles públicas de la C.A.C.,2549369
2014,06,322A,46000,A Cabildos Insulares y sus OO. AA.,300000
2014,06,432F,12000,Sueldo,467740
2014,06,432F,12005,Trienios,129368
2014,06,432F,12101,Complementos al puesto de trabajo,318944
2014,06,432F,12102,Indemnizaciones por residencia,55532
2014,06,432F,12103,Complementos específico,534985
2014,06,432F,12109,Otros complementos,4070
2014,06,432F,13000,Salario Base,66217
2014,06,432F,13001,Otras remuneraciones,41722
2014,06,432F,13005,Antiguedad,10779
2014,06,432F,13006,Horas extras,1
2014,06,432F,13100,Salario base,147555
2014,06,432F,13101,Otras remuneraciones,102041
2014,06,432F,13105,Antiguedad,14753
2014,06,432F,16012,Cuotas sociales funcionarios y pers. estatutario,332508
2014,06,432F,16013,Cuotas sociales laborales,118109
2014,06,432F,21500,Mobiliario y enseres,1758
2014,06,432F,22000,Material de oficina ordinario no inventariable,5859
2014,06,432F,22606,"Reuniones, cursos y conferencias",1447
2014,06,432F,22703,Servicios postales y de mensajería,837
2014,06,432F,22926,Gastos de funcionamiento inspección turística,465
2014,06,432F,23000,Indemnizaciones por razón del servicio,69924
2014,06,432F,44300,A Sociedades mercantiles públicas de la C.A.C.,205120
2014,06,432G,12000,Sueldo,31435
2014,06,432G,12005,Trienios,8691
2014,06,432G,12101,Complementos al puesto de trabajo,23659
2014,06,432G,12102,Indemnizaciones por residencia,3440
2014,06,432G,12103,Complementos específico,35812
2014,06,432G,12109,Otros complementos,469
2014,06,432G,13000,Salario Base,39939
2014,06,432G,13001,Otras remuneraciones,32745
2014,06,432G,13005,Antiguedad,6433
2014,06,432G,13006,Horas extras,1
2014,06,432G,13100,Salario base,22316
2014,06,432G,13101,Otras remuneraciones,17542
2014,06,432G,13105,Antiguedad,1602
2014,06,432G,16012,Cuotas sociales funcionarios y pers. estatutario,22936
2014,06,432G,16013,Cuotas sociales laborales,36232
2014,06,432G,21500,Mobiliario y enseres,837
2014,06,432G,22000,Material de oficina ordinario no inventariable,996
2014,06,432G,22603,Jurídicos y contenciosos,676
2014,06,432G,22606,"Reuniones, cursos y conferencias",419
2014,06,432G,22703,Servicios postales y de mensajería,2511
2014,06,432G,23000,Indemnizaciones por razón del servicio,8788
2014,06,432G,44300,A Sociedades mercantiles públicas de la C.A.C.,2165867
2014,06,432G,64099,Otros,1050076
2014,06,432G,74300,A Sociedades mercantiles públicas de la C.A.C.,17407361
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2014,06,912A,10001,Otras remuneraciones,45953
2014,06,912A,16010,Cuotas sociales altos cargos,10360
2014,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
