# Extraído de TOMO_3_2017_-_Resumenes.pdf
4,1,2,B,"Ordenación y mejora de la producción agrícola"
4,1,2,C,"Desarrollo ganadero"
4,1,3,A,"Calidad Agroalimentaria"
4,1,5,A,"Desarrollo Pesquero"
4,1,5,B,"Estructuras Pesqueras"
4,1,5,C,"Ordenación e Inspección Pesquera"
4,2,1,A,"Dirección Administrativa y Servicios Generales"
4,2,1,B,"Seguridad Industrial y Minera"
4,2,5,A,"Desarrollo Energético"
4,3,1,A,"Promoción Exterior"
4,3,1,B,"Comercio Interior"
4,3,2,A,"Dirección Administrativa y Servicios Generales"
4,3,2,B,"Infraestr. Turíst. y Gest. Integral Núcleos Turíst"
4,3,2,F,"Productos Turísticos y Calidad Turística"
4,3,2,G,"Promoción y Apoyo a la Comercialización"
4,3,2,H,"Planificación Turistíca y Sistema de Información"
4,3,3,A,"Apoyo a PYMES Industriales"
4,3,3,B,"Desarrollo Artesanal"
4,3,3,C,"Promoción Económica"
4,4,1,D,"Movilidad Interior"
4,4,1,E,"Cohesión Interinsular"
4,5,1,A,"Dirección Administrativa y Servicios Generales"
4,5,1,C,"Calidad de las Construcciones"
4,5,1,D,"Planificación y Programación de Infraestructuras"
4,5,1,E,"Ordenación y Apoyo Plan Estratég. Ttes de Canarios"
4,5,2,A,"Incremento de Recursos Hidráulicos"
4,5,2,B,"Mejora de la Calidad del Agua"
4,5,2,C,"Conv. Mº Medio Amb. actuaciones en mat. de aguas"
4,5,2,D,"Estudios, Investig. y Gestión en materia de Aguas"
4,5,3,A,"Desarrollo de Infraestructura de Carreteras"
4,5,3,C,"Plan Cofinanciado Mejora de la Red Viaria"
4,5,3,D,"Convenio de Carreteras con Ministerio de Fomento"
4,5,4,A,"Infraestructura y Mantenimiento de Puertos"
4,5,6,A,"Disciplina Urbanística y Medioambiental"
4,5,6,C,"Apoyo a moderniz. de gestión y elab. del planeam."
4,5,6,D,"Coordinación y Planificación Medioambiental"
4,5,6,E,"Biodiversidad"
4,5,6,F,"Medio Natural"
4,5,6,G,"Calidad Ambiental"
4,5,6,J,"Desarrollo Sostenible y Cambio Climático"
4,5,6,K,"Dirección Administrativa y Servicios Generales"
4,5,6,L,"Parques Nacionales"
4,6,1,A,"Dirección Administrativa y Servicios Generales"
4,6,2,A,"Estadística y Documentación"
4,6,3,B,"Capital Humano Investigador e Innovador"
4,6,3,C,"Apoyo a la Investigación Básica y Aplicada"
4,6,7,A,"Investigación y Desarrollo Tecnológico Agrario"
4,6,7,B,"Apoyo a la Innovación Empresarial"
4,6,7,C,"Apoyo al Despliegue de Sociedad de la Información"
4,9,1,A,"Infraestruct. y Serv. de Comunicac. e Informática"
4,9,2,A,"Defensa de los Consumidores y Usuarios"
4,9,4,A,"Admón de Relac. Laborales y Condiciones de Trabajo"
4,9,4,B,"Promoc. de Prev. de Riesgos Lab. y Asesor. Técnico"
9,1,1,A,"Actuación Legislativa y de Control"
9,1,1,B,"Diputado del Común"
9,1,1,E,"Junta Electoral de Canarias"
9,1,1,F,"Acción Consultiva"
9,1,1,G,"Alta Representación de la Comunidad Autónoma"
9,1,1,J,"Consejo Económico y Social"
9,1,1,O,"Control externo del Sector Público"
9,1,1,P,"Comisionado de la Transparencia"
9,1,2,A,"Dirección Política y Gobierno"
9,1,2,B,"Dirección Admva y Servicios Generales Presidencia"
9,1,2,C,"Dirección Admva y Servicios Grales. Vicepresid."
9,1,2,D,"Asistencia Técnica y Política al Presidente"
9,1,2,E,"Asistencia Técnica y Política al Vicepresidente"
9,1,2,G,"Relaciones con el Parlamento"
9,1,2,H,"Gestión y mant. Oficina del Gob. de Can. en Madrid"
9,1,2,J,"Comisionado para desarrollo autogob. y reform inst"
9,1,2,K,"Comisionado inclusión Soc. y lucha contra pobreza"
9,2,1,A,"Dirección Administrativa y Servicios Generales"
9,2,1,B,"Servicio Jurídico"
9,2,1,C,"Dirección Administrativa y Servicios Generales"
9,2,1,D,"Relaciones Informativas"
9,2,1,F,"Función Pública"
9,2,1,G,"Formación y Perfeccionamiento Personal de AA.PP."
9,2,1,H,"Mejora organiz. admva. e impulso calidad servicios"
9,2,1,J,"Medios de Comunic. Social y Relaciones Informativ."
9,2,1,K,"Transparencia, Participación y Colabor. Ciudadana"
9,2,2,A,"Administración Territorial"
9,2,3,B,"Gestión Patrimonial"
9,2,3,C,"Gestión del Tesoro y Política Financiera"
9,2,3,D,"Dirección Administrativa y Servicios Generales"
9,2,3,E,"Apoyo Informático a los Servicios de Hacienda"
9,2,9,A,"Gastos imprevistos y funciones no clasificadas"
9,3,1,A,"Control interno y Contabilidad Pública."
9,3,1,B,"Asuntos Economicos con la Union Europea"
9,3,1,C,"Planificación y Presupuesto"
9,3,2,A,"Gestion Tributaria"
9,3,2,B,"Resolución de reclamaciones económico-admvas."
9,4,2,A,"Transferencias a Cabildos traspaso de competencias"
9,4,2,C,"Fondo Canario de Financiación Municipal"
9,4,2,D,"Otras Transferencias a Corporaciones Locales"
9,4,3,A,"Fondo de desarrollo de Canarias"
9,5,1,M,"Amortiz y gtos fros deuda pública moneda nacional"
