#Año,Servicio,Programa,Concepto,Descripción,Importe
2012,06,432A,12109,Otros complementos,4642
2012,06,432A,13000,Salario Base,294276
2012,06,432A,13001,Otras remuneraciones,150762
2012,06,432A,13005,Antiguedad,56970
2012,06,432A,13006,Horas extras,13527
2012,06,432A,13100,Salario base,12201
2012,06,432A,13101,Otras remuneraciones,5010
2012,06,432A,13105,Antiguedad,401
2012,06,432A,13106,Horas extras,1041
2012,06,432A,13200,Resolución Judicial Firme,577713
2012,06,432A,15100,Gratificaciones,31560
2012,06,432A,16012,Cuotas sociales funcionarios y pers. estatutario,218565
2012,06,432A,16013,Cuotas sociales laborales,169178
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,10005,Trienios/Antigüedad,5080
2012,06,912A,16010,Cuotas sociales altos cargos,12365
2012,06,912B,12000,Sueldo,522637
2012,06,912B,12005,Trienios,133560
2012,06,912B,12101,Complementos al puesto de trabajo,868303
2012,06,912B,12102,Indemnizaciones por residencia,54531
2012,06,912B,12109,Otros complementos,10613
2012,06,912B,13000,Salario Base,227224
2012,06,912B,13001,Otras remuneraciones,123347
2012,06,912B,13005,Antiguedad,42800
2012,06,912B,13006,Horas extras,3555
2012,06,912B,13100,Salario base,48594
2012,06,912B,13101,Otras remuneraciones,28337
2012,06,912B,13102,Sustituciones Personal Laboral,401
2012,06,912B,13105,Antiguedad,4403
2012,06,912B,13106,Horas extras,2330
2012,06,912B,15100,Gratificaciones,51366
2012,06,912B,16012,Cuotas sociales funcionarios y pers. estatutario,367332
2012,06,912B,16013,Cuotas sociales laborales,145199
2012,06,912B,20303,Utillaje,286
2012,06,912B,20400,Elementos de transporte,11865
2012,06,912B,20500,Mobiliario y enseres,1000
2012,06,912B,21200,Edificios y otras construcciones,37838
2012,06,912B,21301,Instalaciones técnicas,6000
2012,06,912B,21302,Maquinaria,500
2012,06,912B,21400,Elementos de transportes,17838
2012,06,912B,21500,Mobiliario y enseres,30743
2012,06,912B,21600,Equipamiento para proceso de la información,6258
2012,06,912B,22000,Material de oficina ordinario no inventariable,41433
2012,06,912B,22001,"Prensa, revistas, libros y otras publicaciones",20229
2012,06,912B,22002,Material informático no inventariable,8982
2012,06,912B,22003,Vestuario,20312
2012,06,912B,22005,Productos farmacéuticos,215
2012,06,912B,22009,Otros suministros no tarifados,24415
2012,06,912B,22100,Energía eléctrica,46413
2012,06,912B,22101,Agua,7063
2012,06,912B,22102,Gas,150
2012,06,912B,22103,Combustible,26162
2012,06,912B,22200,Telefónicas,197229
2012,06,912B,22201,Postales,27684
2012,06,912B,22202,Telegráficas,1000
2012,06,912B,22203,Telex y telefax,250
2012,06,912B,22204,Informáticas,150
2012,06,912B,22301,Otros transportes,2055
2012,06,912B,22500,Tributos locales,10661
2012,06,912B,22501,Tributos autonómicos,150
2012,06,912B,22509,Otros,104
2012,06,912B,22601,Atenciones protocolarias y representativas,1080
2012,06,912B,22602,Publicidad y propaganda,1227
2012,06,912B,22606,"Reuniones, cursos y conferencias",2500
2012,06,912B,22700,Limpieza y aseo,313924
2012,06,912B,22701,Seguridad,284007
2012,06,912B,22703,Servicios postales y de mensajería,3330
2012,06,912B,22706,"Estudios, trabajos técnicos y honor. profesionales",4000
2012,06,912B,22711,Actividades preventivas de riesgos laborales,16398
2012,06,912B,22712,Gastos centralizados comunicaciones e informática,237858
2012,06,912B,23000,Indemnizaciones por razón del servicio,57281
2012,06,912B,62500,Mobiliarios y enseres,15500
2012,06,912B,62600,Equipamiento para proceso de la información,15500
2012,06,912B,62800,Otros activos materiales,15000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,46682
2012,06,912A,10005,Trienios/Antigüedad,2823
2012,06,912D,11000,Retrib. básicas y otras remuner. Pers. Eventual,22617
2012,06,912D,12000,Sueldo,16758
2012,06,912D,12005,Trienios,3540
2012,06,912D,12101,Complementos al puesto de trabajo,25969
2012,06,912D,12102,Indemnizaciones por residencia,743
2012,06,912D,12109,Otros complementos,481
2012,06,912D,12300,Asignación por destino fuera de la C.A.C.,6412
2012,06,912D,13000,Salario Base,22316
2012,06,912D,13001,Otras remuneraciones,17542
2012,06,912D,13005,Antiguedad,1602
2012,06,912D,13300,Asign. por destino fuera de CAC para pers. laboral,11958
2012,06,912D,16011,Cuotas sociales personal eventual,7097
2012,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,13799
2012,06,912D,16013,Cuotas sociales laborales,11978
2012,06,912D,20400,Elementos de transporte,1000
2012,06,912D,20500,Mobiliario y enseres,750
2012,06,912D,20600,Equipamiento para proceso de la información,150
2012,06,912D,21500,Mobiliario y enseres,200
2012,06,912D,21600,Equipamiento para proceso de la información,150
2012,06,912D,22000,Material de oficina ordinario no inventariable,2500
2012,06,912D,22001,"Prensa, revistas, libros y otras publicaciones",1500
2012,06,912D,22002,Material informático no inventariable,3500
2012,06,912D,22009,Otros suministros no tarifados,1950
2012,06,912D,22201,Postales,900
2012,06,912D,22203,Telex y telefax,450
2012,06,912D,22301,Otros transportes,300
2012,06,912D,22601,Atenciones protocolarias y representativas,1755
2012,06,912D,22602,Publicidad y propaganda,3000
2012,06,912D,22606,"Reuniones, cursos y conferencias",27000
2012,06,912D,22609,Otros,15000
2012,06,912D,22703,Servicios postales y de mensajería,900
2012,06,912D,22706,"Estudios, trabajos técnicos y honor. profesionales",36000
2012,06,912D,23000,Indemnizaciones por razón del servicio,46000
2012,06,912D,48000,A familias e instituciones sin fines de lucro,22388
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,16010,Cuotas sociales altos cargos,12365
2012,06,921D,12000,Sueldo,48412
2012,06,921D,12005,Trienios,9337
2012,06,921D,12101,Complementos al puesto de trabajo,83868
2012,06,921D,12102,Indemnizaciones por residencia,5460
2012,06,921D,12109,Otros complementos,798
2012,06,921D,13000,Salario Base,89263
2012,06,921D,13001,Otras remuneraciones,70165
2012,06,921D,13005,Antiguedad,12349
2012,06,921D,13006,Horas extras,3595
2012,06,921D,16012,Cuotas sociales funcionarios y pers. estatutario,36681
2012,06,921D,16013,Cuotas sociales laborales,47910
2012,06,921D,21500,Mobiliario y enseres,500
2012,06,921D,21600,Equipamiento para proceso de la información,1700
2012,06,921D,22000,Material de oficina ordinario no inventariable,3500
2012,06,921D,22001,"Prensa, revistas, libros y otras publicaciones",9000
2012,06,921D,22002,Material informático no inventariable,2500
2012,06,921D,22202,Telegráficas,150
2012,06,921D,22203,Telex y telefax,750
2012,06,921D,22601,Atenciones protocolarias y representativas,1080
2012,06,921D,22602,Publicidad y propaganda,40000
2012,06,921D,22606,"Reuniones, cursos y conferencias",3420
2012,06,921D,22609,Otros,2010
2012,06,921D,22703,Servicios postales y de mensajería,750
2012,06,921D,22706,"Estudios, trabajos técnicos y honor. profesionales",72000
2012,06,921D,23000,Indemnizaciones por razón del servicio,24000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,11987
2012,06,912A,10001,Otras remuneraciones,55620
2012,06,912A,10005,Trienios/Antigüedad,4516
2012,06,912A,12000,Sueldo,36527
2012,06,912A,12005,Trienios,9975
2012,06,912A,12101,Complementos al puesto de trabajo,61042
2012,06,912A,12102,Indemnizaciones por residencia,3754
2012,06,912A,12109,Otros complementos,825
2012,06,912A,13000,Salario Base,22316
2012,06,912A,13001,Otras remuneraciones,17542
2012,06,912A,13005,Antiguedad,1602
2012,06,912A,13100,Salario base,22316
2012,06,912A,13101,Otras remuneraciones,17542
2012,06,912A,13105,Antiguedad,2002
2012,06,912A,16012,Cuotas sociales funcionarios y pers. estatutario,28255
2012,06,912A,16013,Cuotas sociales laborales,23955
2012,06,912C,21301,Instalaciones técnicas,150
2012,06,912C,21500,Mobiliario y enseres,600
2012,06,912C,21600,Equipamiento para proceso de la información,900
2012,06,912C,22000,Material de oficina ordinario no inventariable,5000
2012,06,912C,22001,"Prensa, revistas, libros y otras publicaciones",10000
2012,06,912C,22002,Material informático no inventariable,1500
2012,06,912C,22004,Productos alimenticios,1000
2012,06,912C,22009,Otros suministros no tarifados,1350
2012,06,912C,22201,Postales,1500
2012,06,912C,22202,Telegráficas,750
2012,06,912C,22301,Otros transportes,1507
2012,06,912C,22601,Atenciones protocolarias y representativas,29340
2012,06,912C,22602,Publicidad y propaganda,5640
2012,06,912C,22606,"Reuniones, cursos y conferencias",22294
2012,06,912C,22703,Servicios postales y de mensajería,3500
2012,06,912C,22706,"Estudios, trabajos técnicos y honor. profesionales",15000
2012,06,912C,23000,Indemnizaciones por razón del servicio,50000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,46682
2012,06,912A,16010,Cuotas sociales altos cargos,12365
2012,06,921D,11000,Retrib. básicas y otras remuner. Pers. Eventual,22617
2012,06,921D,11005,Trienios/Antigüedad,401
2012,06,921D,12000,Sueldo,18264
2012,06,921D,12005,Trienios,4281
2012,06,921D,12101,Complementos al puesto de trabajo,31429
2012,06,921D,12102,Indemnizaciones por residencia,1877
2012,06,921D,12109,Otros complementos,403
2012,06,921D,16011,Cuotas sociales personal eventual,7097
2012,06,921D,16012,Cuotas sociales funcionarios y pers. estatutario,14648
2012,06,921D,22000,Material de oficina ordinario no inventariable,150
2012,06,921D,22001,"Prensa, revistas, libros y otras publicaciones",3500
2012,06,921D,22002,Material informático no inventariable,2462
2012,06,921D,22009,Otros suministros no tarifados,827
2012,06,921D,22601,Atenciones protocolarias y representativas,1755
2012,06,921D,22602,Publicidad y propaganda,68000
2012,06,921D,22606,"Reuniones, cursos y conferencias",4245
2012,06,921D,22609,Otros,50
2012,06,921D,22706,"Estudios, trabajos técnicos y honor. profesionales",79000
2012,06,921D,23000,Indemnizaciones por razón del servicio,24000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,10005,Trienios/Antigüedad,3387
2012,06,912D,11000,Retrib. básicas y otras remuner. Pers. Eventual,639080
2012,06,912D,11005,Trienios/Antigüedad,4634
2012,06,912D,12000,Sueldo,33515
2012,06,912D,12005,Trienios,7937
2012,06,912D,12101,Complementos al puesto de trabajo,54124
2012,06,912D,12102,Indemnizaciones por residencia,2972
2012,06,912D,12109,Otros complementos,938
2012,06,912D,13000,Salario Base,13139
2012,06,912D,13001,Otras remuneraciones,5108
2012,06,912D,13005,Antiguedad,3203
2012,06,912D,16011,Cuotas sociales personal eventual,163987
2012,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,26972
2012,06,912D,16013,Cuotas sociales laborales,6846
2012,06,912D,20400,Elementos de transporte,2500
2012,06,912D,20500,Mobiliario y enseres,750
2012,06,912D,20600,Equipamiento para proceso de la información,150
2012,06,912D,21500,Mobiliario y enseres,150
2012,06,912D,22000,Material de oficina ordinario no inventariable,7000
2012,06,912D,22001,"Prensa, revistas, libros y otras publicaciones",6500
2012,06,912D,22002,Material informático no inventariable,2000
2012,06,912D,22009,Otros suministros no tarifados,1000
2012,06,912D,22201,Postales,900
2012,06,912D,22203,Telex y telefax,450
2012,06,912D,22301,Otros transportes,300
2012,06,912D,22601,Atenciones protocolarias y representativas,1080
2012,06,912D,22606,"Reuniones, cursos y conferencias",40500
2012,06,912D,22609,Otros,10000
2012,06,912D,22703,Servicios postales y de mensajería,900
2012,06,912D,22706,"Estudios, trabajos técnicos y honor. profesionales",10000
2012,06,912D,23000,Indemnizaciones por razón del servicio,80000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,10005,Trienios/Antigüedad,5080
2012,06,912A,16010,Cuotas sociales altos cargos,12365
2012,06,912E,11000,Retrib. básicas y otras remuner. Pers. Eventual,275746
2012,06,912E,16011,Cuotas sociales personal eventual,83028
2012,06,912E,22000,Material de oficina ordinario no inventariable,3000
2012,06,912E,22001,"Prensa, revistas, libros y otras publicaciones",2010
2012,06,912E,22002,Material informático no inventariable,4500
2012,06,912E,22009,Otros suministros no tarifados,3000
2012,06,912E,22201,Postales,451
2012,06,912E,22202,Telegráficas,1150
2012,06,912E,22203,Telex y telefax,30
2012,06,912E,22301,Otros transportes,301
2012,06,912E,22601,Atenciones protocolarias y representativas,1080
2012,06,912E,22602,Publicidad y propaganda,1755
2012,06,912E,22606,"Reuniones, cursos y conferencias",5000
2012,06,912E,22613,Gastos de edición y distribución de publicaciones,2518
2012,06,912E,22703,Servicios postales y de mensajería,902
2012,06,912E,22706,"Estudios, trabajos técnicos y honor. profesionales",10146
2012,06,912E,23000,Indemnizaciones por razón del servicio,55000
2012,06,142A,11000,Retrib. básicas y otras remuner. Pers. Eventual,75371
2012,06,142A,16011,Cuotas sociales personal eventual,18817
2012,06,142A,21600,Equipamiento para proceso de la información,100
2012,06,142A,22000,Material de oficina ordinario no inventariable,900
2012,06,142A,22001,"Prensa, revistas, libros y otras publicaciones",2500
2012,06,142A,22002,Material informático no inventariable,1000
2012,06,142A,22201,Postales,500
2012,06,142A,22601,Atenciones protocolarias y representativas,10000
2012,06,142A,22606,"Reuniones, cursos y conferencias",30000
2012,06,142A,22609,Otros,33500
2012,06,142A,22706,"Estudios, trabajos técnicos y honor. profesionales",30000
2012,06,142A,23000,Indemnizaciones por razón del servicio,60000
2012,06,142A,44800,A Fundaciones Públicas de la C.A.C.,155000
2012,06,142A,74800,A Fundaciones Públicas de la C.A.C.,1000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,46682
2012,06,912A,16010,Cuotas sociales altos cargos,9768
2012,06,461A,12000,Sueldo,481684
2012,06,461A,12005,Trienios,139680
2012,06,461A,12101,Complementos al puesto de trabajo,809043
2012,06,461A,12102,Indemnizaciones por residencia,56626
2012,06,461A,12109,Otros complementos,5212
2012,06,461A,13000,Salario Base,114498
2012,06,461A,13001,Otras remuneraciones,43730
2012,06,461A,13005,Antiguedad,22815
2012,06,461A,13200,Resolución Judicial Firme,259171
2012,06,461A,16012,Cuotas sociales funcionarios y pers. estatutario,345645
2012,06,461A,16013,Cuotas sociales laborales,57575
2012,06,461A,20200,Edificios y otras construcciones,121175
2012,06,461A,20500,Mobiliario y enseres,3000
2012,06,461A,21500,Mobiliario y enseres,1500
2012,06,461A,22000,Material de oficina ordinario no inventariable,10000
2012,06,461A,22001,"Prensa, revistas, libros y otras publicaciones",600
2012,06,461A,22002,Material informático no inventariable,4000
2012,06,461A,22009,Otros suministros no tarifados,10000
2012,06,461A,22100,Energía eléctrica,15000
2012,06,461A,22201,Postales,5000
2012,06,461A,22209,Otros,1686700
2012,06,461A,22301,Otros transportes,2500
2012,06,461A,22601,Atenciones protocolarias y representativas,1080
2012,06,461A,22602,Publicidad y propaganda,15000
2012,06,461A,22606,"Reuniones, cursos y conferencias",78920
2012,06,461A,22609,Otros,18000
2012,06,461A,22703,Servicios postales y de mensajería,3500
2012,06,461A,22706,"Estudios, trabajos técnicos y honor. profesionales",166495
2012,06,461A,22709,Otros trabajos realizados por empresas o I.S.F.L.,253831
2012,06,461A,23000,Indemnizaciones por razón del servicio,59650
2012,06,461A,23900,Otras indemnizaciones,4500
2012,06,461A,48000,A familias e instituciones sin fines de lucro,45000
2012,06,461A,62500,Mobiliarios y enseres,1581
2012,06,461A,62600,Equipamiento para proceso de la información,10106
2012,06,461A,64003,Aplicaciones informáticas,3000
2012,06,461A,64020,Gastos de personal por proyectos de inversión,68644
2012,06,463B,44300,A Sociedades mercantiles públicas de la C.A.C.,280000
2012,06,463B,48000,A familias e instituciones sin fines de lucro,2938879
2012,06,463B,64022,Estudios y trabajos técnicos,250000
2012,06,463B,78000,A Familias e Instituciones sin fines de lucro,2521314
2012,06,463C,22951,Gtos activ. docentes Inst.Canario Ciencias Marinas,500000
2012,06,463C,44300,A Sociedades mercantiles públicas de la C.A.C.,2920000
2012,06,463C,44500,A Entidades Públicas Empresariales de la C.A.C.,2620675
2012,06,463C,48000,A familias e instituciones sin fines de lucro,1125000
2012,06,463C,62201,Construcción,300000
2012,06,463C,64002,Propiedad industrial,200448
2012,06,463C,64020,Gastos de personal por proyectos de inversión,998782
2012,06,463C,70000,Al Estado,292000
2012,06,463C,78000,A Familias e Instituciones sin fines de lucro,1484198
2012,06,467B,44300,A Sociedades mercantiles públicas de la C.A.C.,550000
2012,06,467B,48000,A familias e instituciones sin fines de lucro,1049720
2012,06,467B,74300,A Sociedades mercantiles públicas de la C.A.C.,637500
2012,06,467B,77000,A Empresas Privadas,1700000
2012,06,467B,82114,A empresas públicas y otros entes públicos,14800000
2012,06,467B,83117,A empresas privadas,37438627
2012,06,467C,48000,A familias e instituciones sin fines de lucro,4300000
2012,06,467C,64003,Aplicaciones informáticas,65000
2012,06,467C,78000,A Familias e Instituciones sin fines de lucro,233224
2012,06,467C,91141,Préstamos a largo plazo,3083333
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,10005,Trienios/Antigüedad,3951
2012,06,432H,11000,Retrib. básicas y otras remuner. Pers. Eventual,89768
2012,06,432H,12000,Sueldo,79995
2012,06,432H,12005,Trienios,20450
2012,06,432H,12101,Complementos al puesto de trabajo,157925
2012,06,432H,12102,Indemnizaciones por residencia,9964
2012,06,432H,12109,Otros complementos,303
2012,06,432H,13000,Salario Base,22316
2012,06,432H,13001,Otras remuneraciones,17542
2012,06,432H,13005,Antiguedad,4196
2012,06,432H,13100,Salario base,35455
2012,06,432H,13101,Otras remuneraciones,22650
2012,06,432H,13105,Antiguedad,2659
2012,06,432H,13106,Horas extras,1
2012,06,432H,16011,Cuotas sociales personal eventual,21871
2012,06,432H,16012,Cuotas sociales funcionarios y pers. estatutario,57705
2012,06,432H,16013,Cuotas sociales laborales,29964
2012,06,432H,21500,Mobiliario y enseres,1800
2012,06,432H,21600,Equipamiento para proceso de la información,110000
2012,06,432H,22000,Material de oficina ordinario no inventariable,4500
2012,06,432H,22001,"Prensa, revistas, libros y otras publicaciones",225
2012,06,432H,22109,Otros suministros,900
2012,06,432H,22201,Postales,1500
2012,06,432H,22202,Telegráficas,1350
2012,06,432H,22203,Telex y telefax,900
2012,06,432H,22301,Otros transportes,900
2012,06,432H,22601,Atenciones protocolarias y representativas,1755
2012,06,432H,22602,Publicidad y propaganda,406
2012,06,432H,22606,"Reuniones, cursos y conferencias",430
2012,06,432H,22609,Otros,900
2012,06,432H,22613,Gastos de edición y distribución de publicaciones,1800
2012,06,432H,22703,Servicios postales y de mensajería,900
2012,06,432H,22706,"Estudios, trabajos técnicos y honor. profesionales",9934
2012,06,432H,22709,Otros trabajos realizados por empresas o I.S.F.L.,180
2012,06,432H,23000,Indemnizaciones por razón del servicio,22445
2012,06,432H,64099,Otros,446592
2012,06,432H,72010,A Organismos Autónomos de la C.A.C.,120000
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,46682
2012,06,912A,16010,Cuotas sociales altos cargos,9768
2012,06,432B,12000,Sueldo,97316
2012,06,432B,12005,Trienios,19391
2012,06,432B,12101,Complementos al puesto de trabajo,168624
2012,06,432B,12102,Indemnizaciones por residencia,11100
2012,06,432B,12109,Otros complementos,1421
2012,06,432B,13000,Salario Base,79356
2012,06,432B,13001,Otras remuneraciones,46529
2012,06,432B,13005,Antiguedad,13952
2012,06,432B,13006,Horas extras,386
2012,06,432B,13100,Salario base,81652
2012,06,432B,13101,Otras remuneraciones,56985
2012,06,432B,13105,Antiguedad,8806
2012,06,432B,13106,Horas extras,134
2012,06,432B,16012,Cuotas sociales funcionarios y pers. estatutario,53051
2012,06,432B,16013,Cuotas sociales laborales,94595
2012,06,432B,21209,Otros,1800
2012,06,432B,21500,Mobiliario y enseres,2836
2012,06,432B,22000,Material de oficina ordinario no inventariable,3600
2012,06,432B,22001,"Prensa, revistas, libros y otras publicaciones",1110
2012,06,432B,22002,Material informático no inventariable,2700
2012,06,432B,22009,Otros suministros no tarifados,1800
2012,06,432B,22201,Postales,3690
2012,06,432B,22601,Atenciones protocolarias y representativas,1080
2012,06,432B,22603,Jurídicos y contenciosos,2700
2012,06,432B,22606,"Reuniones, cursos y conferencias",128
2012,06,432B,22609,Otros,2250
2012,06,432B,22703,Servicios postales y de mensajería,3150
2012,06,432B,22706,"Estudios, trabajos técnicos y honor. profesionales",26039
2012,06,432B,23000,Indemnizaciones por razón del servicio,20400
2012,06,432B,44300,A Sociedades mercantiles públicas de la C.A.C.,1674868
2012,06,432B,44800,A Fundaciones Públicas de la C.A.C.,1000000
2012,06,432B,65000,Inversiones gestionadas para otros entes públicos,38500000
2012,06,432B,74300,A Sociedades mercantiles públicas de la C.A.C.,2800000
2012,06,432B,75002,A otros entes públicos de Ayuntamientos,1000000
2012,06,432B,76000,A Cabildos Insulares y sus OO. AA.,3000000
2012,06,432B,77000,A Empresas Privadas,1344276
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,16010,Cuotas sociales altos cargos,9768
2012,06,322A,22001,"Prensa, revistas, libros y otras publicaciones",38
2012,06,322A,22706,"Estudios, trabajos técnicos y honor. profesionales",1593
2012,06,322A,23000,Indemnizaciones por razón del servicio,10000
2012,06,322A,44300,A Sociedades mercantiles públicas de la C.A.C.,3223331
2012,06,432F,12000,Sueldo,547470
2012,06,432F,12005,Trienios,158085
2012,06,432F,12101,Complementos al puesto de trabajo,1011615
2012,06,432F,12102,Indemnizaciones por residencia,65340
2012,06,432F,12109,Otros complementos,4366
2012,06,432F,13000,Salario Base,65279
2012,06,432F,13001,Otras remuneraciones,41044
2012,06,432F,13005,Antiguedad,9607
2012,06,432F,13006,Horas extras,1
2012,06,432F,13100,Salario base,184261
2012,06,432F,13101,Otras remuneraciones,127579
2012,06,432F,13105,Antiguedad,16011
2012,06,432F,16012,Cuotas sociales funcionarios y pers. estatutario,369041
2012,06,432F,16013,Cuotas sociales laborales,134777
2012,06,432F,21500,Mobiliario y enseres,1890
2012,06,432F,22000,Material de oficina ordinario no inventariable,6300
2012,06,432F,22001,"Prensa, revistas, libros y otras publicaciones",75
2012,06,432F,22602,Publicidad y propaganda,261
2012,06,432F,22606,"Reuniones, cursos y conferencias",1556
2012,06,432F,22703,Servicios postales y de mensajería,900
2012,06,432F,22706,"Estudios, trabajos técnicos y honor. profesionales",4779
2012,06,432F,22926,Gastos de funcionamiento inspección turística,500
2012,06,432F,23000,Indemnizaciones por razón del servicio,82714
2012,06,432F,44300,A Sociedades mercantiles públicas de la C.A.C.,280174
2012,06,432G,12000,Sueldo,31435
2012,06,432G,12005,Trienios,7823
2012,06,432G,12101,Complementos al puesto de trabajo,59470
2012,06,432G,12102,Indemnizaciones por residencia,3440
2012,06,432G,12109,Otros complementos,469
2012,06,432G,13000,Salario Base,39939
2012,06,432G,13001,Otras remuneraciones,32745
2012,06,432G,13005,Antiguedad,6347
2012,06,432G,13006,Horas extras,1
2012,06,432G,13100,Salario base,22316
2012,06,432G,13101,Otras remuneraciones,17542
2012,06,432G,13105,Antiguedad,1602
2012,06,432G,16012,Cuotas sociales funcionarios y pers. estatutario,22345
2012,06,432G,16013,Cuotas sociales laborales,34782
2012,06,432G,21500,Mobiliario y enseres,900
2012,06,432G,22000,Material de oficina ordinario no inventariable,1071
2012,06,432G,22602,Publicidad y propaganda,1080
2012,06,432G,22603,Jurídicos y contenciosos,727
2012,06,432G,22606,"Reuniones, cursos y conferencias",450
2012,06,432G,22703,Servicios postales y de mensajería,2700
2012,06,432G,22706,"Estudios, trabajos técnicos y honor. profesionales",4623
2012,06,432G,23000,Indemnizaciones por razón del servicio,9449
2012,06,432G,44300,A Sociedades mercantiles públicas de la C.A.C.,2638990
2012,06,432G,64099,Otros,1400000
2012,06,432G,74300,A Sociedades mercantiles públicas de la C.A.C.,16407361
2012,06,432G,76000,A Cabildos Insulares y sus OO. AA.,104493
2012,06,432G,77000,A Empresas Privadas,493382
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,16010,Cuotas sociales altos cargos,9768
2012,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12532
2012,06,912A,10001,Otras remuneraciones,45953
2012,06,912A,10005,Trienios/Antigüedad,2258
2012,06,912A,16010,Cuotas sociales altos cargos,9768
2012,06,921B,12000,Sueldo,472569
2012,06,921B,12005,Trienios,89251
2012,06,921B,12101,Complementos al puesto de trabajo,963786
