#Año,Servicio,Programa,Concepto,Descripción,Importe
2017,06,912B,62600,Equipamiento para proceso de la información,15500
2017,06,912B,62800,Otros activos materiales,15500
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,47149
2017,06,912A,16010,Cuotas sociales altos cargos,13942
2017,06,912D,11000,Retrib. básicas y otras remuner. Pers. Eventual,70572
2017,06,912D,12000,Sueldo,16925
2017,06,912D,12005,Trienios,4533
2017,06,912D,12101,Complementos al puesto de trabajo,11319
2017,06,912D,12102,Indemnizaciones por residencia,751
2017,06,912D,12103,Complementos específico,14916
2017,06,912D,12109,Otros complementos,486
2017,06,912D,12300,Asignación por destino fuera de la C.A.C.,6477
2017,06,912D,13000,Salario Base,22539
2017,06,912D,13001,Otras remuneraciones,17717
2017,06,912D,13005,Antiguedad,2831
2017,06,912D,13100,Salario base,22539
2017,06,912D,13101,Otras remuneraciones,17717
2017,06,912D,13105,Antiguedad,2022
2017,06,912D,13300,Asign. por destino fuera de CAC para pers. laboral,24154
2017,06,912D,16011,Cuotas sociales personal eventual,20431
2017,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,13898
2017,06,912D,16013,Cuotas sociales laborales,27010
2017,06,912D,20400,Elementos de transporte,1000
2017,06,912D,20500,Mobiliario y enseres,750
2017,06,912D,20600,Equipamiento para proceso de la información,150
2017,06,912D,21500,Mobiliario y enseres,200
2017,06,912D,21600,Equipamiento para proceso de la información,150
2017,06,912D,22000,Material de oficina ordinario no inventariable,2500
2017,06,912D,22001,"Prensa, revistas, libros y otras publicaciones",1500
2017,06,912D,22002,Material informático no inventariable,3500
2017,06,912D,22009,Otros suministros no tarifados,1950
2017,06,912D,22201,Postales,900
2017,06,912D,22203,Telex y telefax,450
2017,06,912D,22301,Otros transportes,300
2017,06,912D,22606,"Reuniones, cursos y conferencias",27000
2017,06,912D,22609,Otros,20000
2017,06,912D,22703,Servicios postales y de mensajería,900
2017,06,912D,22706,"Estudios, trabajos técnicos y honor. profesionales",735198
2017,06,912D,22917,Día de Canarias,339000
2017,06,912D,22925,Program. Divulgac. y desarrollo autogobierno,268000
2017,06,912D,23000,Indemnizaciones por razón del servicio,46000
2017,06,912D,48000,A familias e instituciones sin fines de lucro,22388
2017,06,912D,48200,A fundaciones,350000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,46413
2017,06,912A,16010,Cuotas sociales altos cargos,13942
2017,06,921D,12000,Sueldo,8463
2017,06,921D,12101,Complementos al puesto de trabajo,5660
2017,06,921D,12102,Indemnizaciones por residencia,751
2017,06,921D,12103,Complementos específico,7183
2017,06,921D,12109,Otros complementos,246
2017,06,921D,13000,Salario Base,90155
2017,06,921D,13001,Otras remuneraciones,70866
2017,06,921D,13005,Antiguedad,14296
2017,06,921D,13100,Salario base,12323
2017,06,921D,13101,Otras remuneraciones,4475
2017,06,921D,13105,Antiguedad,2831
2017,06,921D,16012,Cuotas sociales funcionarios y pers. estatutario,5620
2017,06,921D,16013,Cuotas sociales laborales,60084
2017,06,921D,21301,Instalaciones técnicas,7500
2017,06,921D,21500,Mobiliario y enseres,500
2017,06,921D,21600,Equipamiento para proceso de la información,1700
2017,06,921D,22000,Material de oficina ordinario no inventariable,3500
2017,06,921D,22001,"Prensa, revistas, libros y otras publicaciones",9000
2017,06,921D,22002,Material informático no inventariable,2500
2017,06,921D,22202,Telegráficas,150
2017,06,921D,22203,Telex y telefax,750
2017,06,921D,22204,Informáticas,60000
2017,06,921D,22602,Publicidad y propaganda,159000
2017,06,921D,22606,"Reuniones, cursos y conferencias",3420
2017,06,921D,22703,Servicios postales y de mensajería,750
2017,06,921D,22706,"Estudios, trabajos técnicos y honor. profesionales",88400
2017,06,921D,23000,Indemnizaciones por razón del servicio,28000
2017,06,921D,47000,A Empresas Privadas,700000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12107
2017,06,912A,10001,Otras remuneraciones,56176
2017,06,912A,16010,Cuotas sociales altos cargos,13942
2017,06,912C,21301,Instalaciones técnicas,150
2017,06,912C,21500,Mobiliario y enseres,4950
2017,06,912C,21600,Equipamiento para proceso de la información,900
2017,06,912C,22000,Material de oficina ordinario no inventariable,5000
2017,06,912C,22001,"Prensa, revistas, libros y otras publicaciones",5000
2017,06,912C,22002,Material informático no inventariable,1500
2017,06,912C,22004,Productos alimenticios,1100
2017,06,912C,22009,Otros suministros no tarifados,350
2017,06,912C,22201,Postales,500
2017,06,912C,22202,Telegráficas,300
2017,06,912C,22301,Otros transportes,507
2017,06,912C,22601,Atenciones protocolarias y representativas,4000
2017,06,912C,22606,"Reuniones, cursos y conferencias",22294
2017,06,912C,22703,Servicios postales y de mensajería,500
2017,06,912C,22706,"Estudios, trabajos técnicos y honor. profesionales",50000
2017,06,912C,23000,Indemnizaciones por razón del servicio,25000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,47149
2017,06,912A,16010,Cuotas sociales altos cargos,13942
2017,06,921D,11000,Retrib. básicas y otras remuner. Pers. Eventual,22848
2017,06,921D,11005,Trienios/Antigüedad,405
2017,06,921D,12000,Sueldo,123525
2017,06,921D,12005,Trienios,27789
2017,06,921D,12101,Complementos al puesto de trabajo,89232
2017,06,921D,12102,Indemnizaciones por residencia,14250
2017,06,921D,12103,Complementos específico,152197
2017,06,921D,12109,Otros complementos,858
2017,06,921D,13000,Salario Base,14535
2017,06,921D,13001,Otras remuneraciones,8078
2017,06,921D,13005,Antiguedad,3408
2017,06,921D,16011,Cuotas sociales personal eventual,7138
2017,06,921D,16012,Cuotas sociales funcionarios y pers. estatutario,97290
2017,06,921D,16013,Cuotas sociales laborales,8271
2017,06,921D,22000,Material de oficina ordinario no inventariable,150
2017,06,921D,22001,"Prensa, revistas, libros y otras publicaciones",3500
2017,06,921D,22002,Material informático no inventariable,2462
2017,06,921D,22009,Otros suministros no tarifados,827
2017,06,921D,22204,Informáticas,97000
2017,06,921D,22602,Publicidad y propaganda,276000
2017,06,921D,22603,Jurídicos y contenciosos,30000
2017,06,921D,22606,"Reuniones, cursos y conferencias",4245
2017,06,921D,22706,"Estudios, trabajos técnicos y honor. profesionales",132600
2017,06,921D,22709,Otros trabajos realizados por empresas o I.S.F.L.,800000
2017,06,921D,22982,Campaña institucional de Navidad,118580
2017,06,921D,22983,Contratación de Servicios de Noticias,365000
2017,06,921D,23000,Indemnizaciones por razón del servicio,24000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,46413
2017,06,912A,16010,Cuotas sociales altos cargos,11014
2017,06,912D,11000,Retrib. básicas y otras remuner. Pers. Eventual,919427
2017,06,912D,11005,Trienios/Antigüedad,2023
2017,06,912D,12000,Sueldo,42313
2017,06,912D,12005,Trienios,11921
2017,06,912D,12101,Complementos al puesto de trabajo,28298
2017,06,912D,12102,Indemnizaciones por residencia,3752
2017,06,912D,12103,Complementos específico,40329
2017,06,912D,12109,Otros complementos,1181
2017,06,912D,13000,Salario Base,13271
2017,06,912D,13001,Otras remuneraciones,5159
2017,06,912D,13005,Antiguedad,1618
2017,06,912D,16011,Cuotas sociales personal eventual,275756
2017,06,912D,16012,Cuotas sociales funcionarios y pers. estatutario,32060
2017,06,912D,16013,Cuotas sociales laborales,6195
2017,06,912D,20400,Elementos de transporte,2500
2017,06,912D,20500,Mobiliario y enseres,750
2017,06,912D,20600,Equipamiento para proceso de la información,150
2017,06,912D,21500,Mobiliario y enseres,150
2017,06,912D,22000,Material de oficina ordinario no inventariable,7000
2017,06,912D,22001,"Prensa, revistas, libros y otras publicaciones",6500
2017,06,912D,22002,Material informático no inventariable,2000
2017,06,912D,22009,Otros suministros no tarifados,1000
2017,06,912D,22201,Postales,900
2017,06,912D,22203,Telex y telefax,450
2017,06,912D,22301,Otros transportes,300
2017,06,912D,22601,Atenciones protocolarias y representativas,15000
2017,06,912D,22606,"Reuniones, cursos y conferencias",40500
2017,06,912D,22609,Otros,35000
2017,06,912D,22703,Servicios postales y de mensajería,900
2017,06,912D,22706,"Estudios, trabajos técnicos y honor. profesionales",188520
2017,06,912D,23000,Indemnizaciones por razón del servicio,80000
2017,06,912D,45000,A Ayuntamientos y sus OO. AA.,95000
2017,06,912D,48000,A familias e instituciones sin fines de lucro,179000
2017,06,912D,78000,A Familias e Instituciones sin fines de lucro,235000
2017,06,912H,22948,Gtos mantenim. Oficina del Gobierno en Madrid,225782
2017,06,912H,44800,A Fundaciones Públicas de la C.A.C.,81623
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,46413
2017,06,912A,16010,Cuotas sociales altos cargos,13942
2017,06,912E,11000,Retrib. básicas y otras remuner. Pers. Eventual,346948
2017,06,912E,11005,Trienios/Antigüedad,6842
2017,06,912E,16011,Cuotas sociales personal eventual,88887
2017,06,912E,21500,Mobiliario y enseres,7000
2017,06,912E,22000,Material de oficina ordinario no inventariable,8000
2017,06,912E,22001,"Prensa, revistas, libros y otras publicaciones",10000
2017,06,912E,22002,Material informático no inventariable,2000
2017,06,912E,22009,Otros suministros no tarifados,1000
2017,06,912E,22201,Postales,451
2017,06,912E,22202,Telegráficas,150
2017,06,912E,22203,Telex y telefax,30
2017,06,912E,22301,Otros transportes,301
2017,06,912E,22606,"Reuniones, cursos y conferencias",10000
2017,06,912E,22613,Gastos de edición y distribución de publicaciones,2518
2017,06,912E,22703,Servicios postales y de mensajería,902
2017,06,912E,22706,"Estudios, trabajos técnicos y honor. profesionales",42000
2017,06,912E,23000,Indemnizaciones por razón del servicio,25510
2017,06,912E,48000,A familias e instituciones sin fines de lucro,20000
2017,06,912E,78000,A Familias e Instituciones sin fines de lucro,20000
2017,06,142A,11000,Retrib. básicas y otras remuner. Pers. Eventual,93418
2017,06,142A,11005,Trienios/Antigüedad,2023
2017,06,142A,12000,Sueldo,33271
2017,06,142A,12005,Trienios,11928
2017,06,142A,12101,Complementos al puesto de trabajo,23896
2017,06,142A,12102,Indemnizaciones por residencia,3869
2017,06,142A,12103,Complementos específico,36185
2017,06,142A,12109,Otros complementos,452
2017,06,142A,13000,Salario Base,89418
2017,06,142A,13001,Otras remuneraciones,59551
2017,06,142A,13005,Antiguedad,16911
2017,06,142A,13100,Salario base,37916
2017,06,142A,13101,Otras remuneraciones,14108
2017,06,142A,13105,Antiguedad,4044
2017,06,142A,16011,Cuotas sociales personal eventual,27445
2017,06,142A,16012,Cuotas sociales funcionarios y pers. estatutario,24520
2017,06,142A,16013,Cuotas sociales laborales,68655
2017,06,142A,21500,Mobiliario y enseres,900
2017,06,142A,21600,Equipamiento para proceso de la información,549
2017,06,142A,22000,Material de oficina ordinario no inventariable,7500
2017,06,142A,22001,"Prensa, revistas, libros y otras publicaciones",1500
2017,06,142A,22002,Material informático no inventariable,2750
2017,06,142A,22003,Vestuario y lencería,1100
2017,06,142A,22009,Otros suministros no tarifados,2500
2017,06,142A,22109,Otros suministros,100
2017,06,142A,22201,Postales,12867
2017,06,142A,22301,Otros transportes,5500
2017,06,142A,22601,Atenciones protocolarias y representativas,1000
2017,06,142A,22606,"Reuniones, cursos y conferencias",13000
2017,06,142A,22609,Otros,34500
2017,06,142A,22703,Servicios postales y de mensajería,15104
2017,06,142A,22706,"Estudios, trabajos técnicos y honor. profesionales",6000
2017,06,142A,22950,Oficinas de representación del Gobierno,10000
2017,06,142A,23000,Indemnizaciones por razón del servicio,46500
2017,06,142A,44800,A Fundaciones Públicas de la C.A.C.,456854
2017,06,142A,74800,A Fundaciones Públicas de la C.A.C.,21400
2017,06,143A,11000,Retrib. básicas y otras remuner. Pers. Eventual,69276
2017,06,143A,12000,Sueldo,40212
2017,06,143A,12005,Trienios,10590
2017,06,143A,12101,Complementos al puesto de trabajo,30223
2017,06,143A,12102,Indemnizaciones por residencia,3474
2017,06,143A,12103,Complementos específico,40052
2017,06,143A,12109,Otros complementos,766
2017,06,143A,12300,Asignación por destino fuera de la C.A.C.,20745
2017,06,143A,13000,Salario Base,45078
2017,06,143A,13001,Otras remuneraciones,35433
2017,06,143A,13005,Antiguedad,5170
2017,06,143A,16011,Cuotas sociales personal eventual,20033
2017,06,143A,16012,Cuotas sociales funcionarios y pers. estatutario,23950
2017,06,143A,16013,Cuotas sociales laborales,26859
2017,06,231P,22997,Entidades Canarias en el Exterior,10000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,47149
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,61911
2017,06,912A,10005,Trienios/Antigüedad,10860
2017,06,921B,12000,Sueldo,447652
2017,06,921B,12005,Trienios,99940
2017,06,921B,12101,Complementos al puesto de trabajo,342919
2017,06,921B,12102,Indemnizaciones por residencia,54700
2017,06,921B,12103,Complementos específico,561551
2017,06,921B,12109,Otros complementos,3405
2017,06,921B,13000,Salario Base,41076
2017,06,921B,13001,Otras remuneraciones,18395
2017,06,921B,13005,Antiguedad,11524
2017,06,921B,13100,Salario base,79623
2017,06,921B,13101,Otras remuneraciones,31539
2017,06,921B,13105,Antiguedad,13314
2017,06,921B,16012,Cuotas sociales funcionarios y pers. estatutario,328147
2017,06,921B,16013,Cuotas sociales laborales,60572
2017,06,921B,20200,Edificios y otras construcciones,25167
2017,06,921B,21200,Edificios y otras construcciones,4379
2017,06,921B,21301,Instalaciones técnicas,6000
2017,06,921B,21400,Elementos de transportes,2800
2017,06,921B,21500,Mobiliario y enseres,5261
2017,06,921B,21600,Equipamiento para proceso de la información,25500
2017,06,921B,22000,Material de oficina ordinario no inventariable,12362
2017,06,921B,22001,"Prensa, revistas, libros y otras publicaciones",23708
2017,06,921B,22002,Material informático no inventariable,11000
2017,06,921B,22003,Vestuario y lencería,2018
2017,06,921B,22101,Agua,350
2017,06,921B,22103,Combustible,3000
2017,06,921B,22201,Postales,198
2017,06,921B,22301,Otros transportes,8500
2017,06,921B,22500,Tributos locales,250
2017,06,921B,22606,"Reuniones, cursos y conferencias",3000
2017,06,921B,22700,Limpieza y aseo,26760
2017,06,921B,22701,Seguridad,25034
2017,06,921B,22703,Servicios postales y de mensajería,7954
2017,06,921B,22706,"Estudios, trabajos técnicos y honor. profesionales",27639
2017,06,921B,23000,Indemnizaciones por razón del servicio,40994
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12382
2017,06,912A,10001,Otras remuneraciones,53694
2017,06,912A,10005,Trienios/Antigüedad,5132
2017,06,912A,11000,Retrib. básicas y otras remuner. Pers. Eventual,142940
2017,06,912A,11005,Trienios/Antigüedad,4254
2017,06,912A,16011,Cuotas sociales personal eventual,28978
2017,06,912K,22000,Material de oficina ordinario no inventariable,2500
2017,06,912K,22001,"Prensa, revistas, libros y otras publicaciones",1500
2017,06,912K,22002,Material informático no inventariable,1500
2017,06,912K,22009,Otros suministros no tarifados,1500
2017,06,912K,22202,Telegráficas,600
2017,06,912K,22606,"Reuniones, cursos y conferencias",18000
2017,06,912K,22609,Otros,1000
2017,06,912K,22613,Gastos de edición y distribución de publicaciones,35000
2017,06,912K,22706,"Estudios, trabajos técnicos y honor. profesionales",280000
2017,06,912K,23000,Indemnizaciones por razón del servicio,24000
2017,06,231P,22000,Material de oficina ordinario no inventariable,3500
2017,06,231P,22001,"Prensa, revistas, libros y otras publicaciones",1500
2017,06,231P,22002,Material informático no inventariable,2500
2017,06,231P,22009,Otros suministros no tarifados,1500
2017,06,231P,22201,Postales,750
2017,06,231P,22606,"Reuniones, cursos y conferencias",2500
2017,06,231P,22703,Servicios postales y de mensajería,3500
2017,06,231P,22706,"Estudios, trabajos técnicos y honor. profesionales",53500
2017,06,231P,23000,Indemnizaciones por razón del servicio,27000
2017,06,231P,49000,Al exterior,1400000
2017,06,231P,79000,Al Exterior,70000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,46413
2017,06,912A,16010,Cuotas sociales altos cargos,11014
2017,06,143A,22000,Material de oficina ordinario no inventariable,1750
2017,06,143A,22001,"Prensa, revistas, libros y otras publicaciones",750
2017,06,143A,22002,Material informático no inventariable,2937
2017,06,143A,22009,Otros suministros no tarifados,2500
2017,06,143A,22201,Postales,2500
2017,06,143A,22301,Otros transportes,5500
2017,06,143A,22403,Otros riesgos,800
2017,06,143A,22606,"Reuniones, cursos y conferencias",3000
2017,06,143A,22703,Servicios postales y de mensajería,3500
2017,06,143A,23000,Indemnizaciones por razón del servicio,19500
2017,06,143A,48000,A familias e instituciones sin fines de lucro,110000
2017,06,143A,49000,Al exterior,310000
2017,06,143A,79000,Al Exterior,310000
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,46413
2017,06,912A,16010,Cuotas sociales altos cargos,13942
2017,06,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,06,912A,10001,Otras remuneraciones,46413
2017,06,912A,16010,Cuotas sociales altos cargos,11014
2017,06,912E,22000,Material de oficina ordinario no inventariable,500
2017,06,912E,22002,Material informático no inventariable,500
2017,06,912E,22009,Otros suministros no tarifados,1000
2017,06,912E,22606,"Reuniones, cursos y conferencias",10000
2017,06,912E,22613,Gastos de edición y distribución de publicaciones,500
2017,06,912E,22706,"Estudios, trabajos técnicos y honor. profesionales",42800
2017,06,912E,23000,Indemnizaciones por razón del servicio,10000
2017,08,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12382
2017,08,912A,10001,Otras remuneraciones,53694
2017,08,912A,10005,Trienios/Antigüedad,2281
2017,08,912A,11000,Retrib. básicas y otras remuner. Pers. Eventual,190663
2017,08,912A,11005,Trienios/Antigüedad,3089
2017,08,912A,12000,Sueldo,33144
2017,08,912A,12005,Trienios,5445
2017,08,912A,12101,Complementos al puesto de trabajo,21352
2017,08,912A,12102,Indemnizaciones por residencia,2844
2017,08,912A,12103,Complementos específico,30385
2017,08,912A,12109,Otros complementos,986
2017,08,912A,13000,Salario Base,13271
2017,08,912A,13001,Otras remuneraciones,5159
2017,08,912A,13005,Antiguedad,3842
2017,08,912A,16010,Cuotas sociales altos cargos,11014
2017,08,912A,16011,Cuotas sociales personal eventual,55812
2017,08,912A,16012,Cuotas sociales funcionarios y pers. estatutario,23860
2017,08,912A,16013,Cuotas sociales laborales,7053
2017,08,912A,22001,"Prensa, revistas, libros y otras publicaciones",1091
2017,08,912A,22601,Atenciones protocolarias y representativas,2500
2017,08,912A,22606,"Reuniones, cursos y conferencias",1455
2017,08,912A,23000,Indemnizaciones por razón del servicio,19315
2017,08,232B,42010,A Organismos Autónomos,7405732
2017,08,232B,72010,A Organismos Autónomos de la C.A.C.,8000
2017,08,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,08,912A,10001,Otras remuneraciones,46413
2017,08,912A,10005,Trienios/Antigüedad,5702
2017,08,912A,16010,Cuotas sociales altos cargos,10544
2017,08,921A,12000,Sueldo,535744
2017,08,921A,12005,Trienios,143408
2017,08,921A,12101,Complementos al puesto de trabajo,368735
2017,08,921A,12102,Indemnizaciones por residencia,57481
2017,08,921A,12103,Complementos específico,552159
2017,08,921A,12109,Otros complementos,8718
2017,08,921A,13000,Salario Base,209065
2017,08,921A,13001,Otras remuneraciones,129503
2017,08,921A,13005,Antiguedad,49078
2017,08,921A,13006,Horas extras,2400
2017,08,921A,15100,Gratificaciones,6832
2017,08,921A,16012,Cuotas sociales funcionarios y pers. estatutario,358251
2017,08,921A,16013,Cuotas sociales laborales,118533
2017,08,921A,17000,Ampliación de plantilla,345493
2017,08,921A,17028,Fondo atribuc. temporal de funciones pers. docente,166594
2017,08,921A,20500,Mobiliario y enseres,13774
2017,08,921A,21400,Elementos de transportes,9700
2017,08,921A,21500,Mobiliario y enseres,5820
2017,08,921A,22000,Material de oficina ordinario no inventariable,9977
2017,08,921A,22001,"Prensa, revistas, libros y otras publicaciones",9500
2017,08,921A,22002,Material informático no inventariable,2289
2017,08,921A,22003,Vestuario y lencería,2910
2017,08,921A,22009,Otros suministros no tarifados,2243
2017,08,921A,22103,Combustible,15726
2017,08,921A,22201,Postales,37044
2017,08,921A,22202,Telegráficas,548
2017,08,921A,22301,Otros transportes,1499
2017,08,921A,22500,Tributos locales,1894
2017,08,921A,22601,Atenciones protocolarias y representativas,500
2017,08,921A,22606,"Reuniones, cursos y conferencias",970
2017,08,921A,22613,Gastos de edición y distribución de publicaciones,1222
2017,08,921A,22703,Servicios postales y de mensajería,21168
2017,08,921A,22709,Otros trabajos realizados por empresas o I.S.F.L.,20764
2017,08,921A,22990,Gastos Boletín Oficial de Canarias,266267
2017,08,921A,23000,Indemnizaciones por razón del servicio,11167
2017,08,921A,62500,Mobiliarios y enseres,1500
2017,08,921A,64003,Aplicaciones informáticas,191069
2017,08,912A,10000,Retrib.básic. y otras ret. del Gob.y altos Cargos,12657
2017,08,912A,10001,Otras remuneraciones,46413
2017,08,912A,10005,Trienios/Antigüedad,5132
2017,08,912A,16010,Cuotas sociales altos cargos,11014
2017,08,921H,12000,Sueldo,606799
2017,08,921H,12005,Trienios,109359
2017,08,921H,12101,Complementos al puesto de trabajo,414510
2017,08,921H,12102,Indemnizaciones por residencia,67999
2017,08,921H,12103,Complementos específico,597736
2017,08,921H,12109,Otros complementos,9347
2017,08,921H,13000,Salario Base,143765
2017,08,921H,13001,Otras remuneraciones,97087
2017,08,921H,13005,Antiguedad,29429
2017,08,921H,13100,Salario base,62351
2017,08,921H,13101,Otras remuneraciones,33840
2017,08,921H,13105,Antiguedad,6325
2017,08,921H,16012,Cuotas sociales funcionarios y pers. estatutario,426627
2017,08,921H,16013,Cuotas sociales laborales,112194
2017,08,921H,20500,Mobiliario y enseres,3600
2017,08,921H,20600,Equipamiento para proceso de la información,1000
2017,08,921H,21400,Elementos de transportes,200
2017,08,921H,21500,Mobiliario y enseres,8500
2017,08,921H,21600,Equipamiento para proceso de la información,1000
2017,08,921H,22000,Material de oficina ordinario no inventariable,10160
2017,08,921H,22001,"Prensa, revistas, libros y otras publicaciones",200
2017,08,921H,22002,Material informático no inventariable,4920
